id,activity_0_cnt,activity_1_cnt,activity_2_cnt,activity_3_cnt,activity_4_cnt,text_change_0_cnt,text_change_1_cnt,text_change_2_cnt,text_change_3_cnt,text_change_4_cnt,text_change_5_cnt,text_change_6_cnt,text_change_7_cnt,text_change_8_cnt,text_change_9_cnt,text_change_10_cnt,text_change_11_cnt,text_change_12_cnt,text_change_13_cnt,down_event_0_cnt,down_event_1_cnt,down_event_2_cnt,down_event_3_cnt,down_event_4_cnt,down_event_5_cnt,down_event_6_cnt,down_event_7_cnt,down_event_8_cnt,down_event_9_cnt,down_event_10_cnt,down_event_11_cnt,down_event_12_cnt,down_event_13_cnt,down_event_14_cnt,down_event_15_cnt,up_event_0_cnt,up_event_1_cnt,up_event_2_cnt,up_event_3_cnt,up_event_4_cnt,up_event_5_cnt,up_event_6_cnt,up_event_7_cnt,up_event_8_cnt,up_event_9_cnt,up_event_10_cnt,up_event_11_cnt,up_event_12_cnt,up_event_13_cnt,up_event_14_cnt,up_event_15_cnt,input_word_count,input_word_length_mean,input_word_length_max,input_word_length_std,input_word_length_median,input_word_length_skew,action_time_sum,down_time_mean,up_time_mean,action_time_mean,cursor_position_mean,word_count_mean,down_time_std,up_time_std,action_time_std,cursor_position_std,word_count_std,down_time_median,up_time_median,action_time_median,cursor_position_median,word_count_median,down_time_min,up_time_min,action_time_min,cursor_position_min,word_count_min,down_time_max,up_time_max,action_time_max,cursor_position_max,word_count_max,down_time_quantile,up_time_quantile,action_time_quantile,cursor_position_quantile,word_count_quantile,activity,down_event,up_event,text_change,inter_key_largest_lantency,inter_key_median_lantency,mean_pause_time,std_pause_time,total_pause_time,pauses_half_sec,pauses_1_sec,pauses_1_half_sec,pauses_2_sec,pauses_3_sec,P-bursts_mean,P-bursts_std,P-bursts_count,P-bursts_median,P-bursts_max,P-bursts_first,P-bursts_last,R-bursts_mean,R-bursts_std,R-bursts_median,R-bursts_max,R-bursts_first,R-bursts_last,word_len_count,word_len_mean,word_len_min,word_len_max,word_len_first,word_len_last,word_len_q1,word_len_median,word_len_q3,word_len_sum,sent_count,sent_len_mean,sent_len_min,sent_len_max,sent_len_first,sent_len_last,sent_len_q1,sent_len_median,sent_len_q3,sent_len_sum,sent_word_count_mean,sent_word_count_min,sent_word_count_max,sent_word_count_first,sent_word_count_last,sent_word_count_q1,sent_word_count_median,sent_word_count_q3,sent_word_count_sum,paragraph_count,paragraph_len_mean,paragraph_len_min,paragraph_len_max,paragraph_len_first,paragraph_len_last,paragraph_len_q1,paragraph_len_median,paragraph_len_q3,paragraph_len_sum,paragraph_word_count_mean,paragraph_word_count_min,paragraph_word_count_max,paragraph_word_count_first,paragraph_word_count_last,paragraph_word_count_q1,paragraph_word_count_median,paragraph_word_count_q3,paragraph_word_count_sum,keys_per_second,product_to_keys,score
08390d49,1800,248,300,1,0,1619,371,19,30,4,2,0,0,0,0,0,2,0,0,1436,317,248,59,35,32,19,17,24,104,50,4,0,2,0,0,1436,317,248,59,35,32,19,17,24,104,50,4,0,2,0,0,326,4.993865030674846,18,3.1261747387375363,4.0,1.239427154031432,275392,415718.2388250319,415835.4767986377,117.2379736057897,822.3056619838229,136.82673478075776,262906.7917924268,262912.3300514808,89.83817548094723,471.27694909577247,77.00138962289441,394735.0,394890.0,112.0,830.0,140.0,731,827,0,0,0,1752602,1752860,3448,1514,245,394735.0,394890.0,112.0,830.0,140.0,4,15,15,10,16.736,0.061,0.17335644531249986,0.6211601763847958,355.0339999999997,75,26,15,14,11,82.72,79.05089078140318,25,55.0,323,82,31,4.96,6.919242615152828,2.0,33.0,2.0,1.0,245,5.048979591836734,1,12,9,7,3.0,4.0,7.0,1237,15,97.8,11,190,90,159,67.0,90.0,133.0,1467,16.333333333333332,1,33,14,25,11.0,14.0,23.0,245,3,503.0,439,578,578,492,465.5,492.0,535.0,1509,86.66666666666667,77,101,101,82,79.5,82.0,91.5,260,1.1688637080945525,0.73876953125,4.0
088efb89,2553,376,56,0,0,2310,554,14,21,6,10,0,0,10,4,0,0,0,0,2012,483,376,35,0,20,1,13,19,0,0,6,0,9,0,0,2012,483,376,35,0,20,1,13,19,0,0,6,0,9,0,0,525,4.4,17,2.5448360411214073,4.0,1.5452746364368573,372720,1051237.1514237856,1051362.0157453937,124.8643216080402,1045.8375209380235,213.0790619765494,526201.4586144098,526200.416666698,52.98641654760263,686.8489937975557,118.03162396786912,1185204.0,1185346.0,122.0,1127.0,219.0,65679,65682,0,0,0,1799895,1800042,526,2177,413,1185204.0,1185346.0,122.0,1127.0,219.0,3,12,12,9,55.646,0.052,0.30557698873335704,1.9488443933690371,895.0350000000028,64,19,12,14,57,42.044117647058826,42.156224668657316,68,30.0,231,12,29,4.177777777777778,6.5421327274994745,2.0,34.0,10.0,1.0,415,4.190361445783132,1,14,4,5,3.0,4.0,5.0,1739,20,106.7,32,211,86,52,54.25,107.0,132.75,2134,20.75,5,42,13,9,10.75,20.5,26.25,415,4,542.75,410,619,551,410,515.75,571.0,598.0,2171,104.0,75,122,106,75,98.25,109.5,115.25,416,1.6888044774940425,0.7432570843291225,4.0
08dbdc95,5484,808,199,3,0,5103,1053,36,56,10,17,0,3,3,0,2,0,0,0,4448,930,808,126,8,61,0,32,47,2,0,7,0,14,0,0,4446,930,808,126,8,61,0,32,47,2,0,7,0,14,0,0,1044,5.049808429118774,26,3.359011719749656,4.0,1.6395845154708835,753978,890610.8145980906,890726.9183862027,116.10378811210349,1541.8521712349861,300.34647366800124,477708.08587353164,477714.07052984904,165.40777405636987,1092.6911020324355,218.7038595141179,891144.0,891264.0,111.0,1486.5,277.0,30620,30833,0,0,0,1822048,1822128,8692,4058,692,893537.0,893682.0,111.0,1487.0,277.0,4,16,18,20,20.597,0.051,0.1418161157024795,0.5759896296364327,892.307000000001,140,42,21,32,41,82.90277777777777,81.12330377092938,72,49.0,327,81,327,4.367567567567567,8.119021347309836,2.0,68.0,1.0,1.0,694,4.806916426512968,1,17,2,10,3.0,4.0,6.0,3336,27,148.25925925925927,66,286,80,109,103.0,134.0,181.5,4003,25.703703703703702,11,48,18,18,18.0,25.0,31.0,694,3,1351.3333333333333,965,1670,1419,965,1192.0,1419.0,1544.5,4054,231.33333333333334,167,286,241,167,204.0,241.0,263.5,694,3.5121249807424806,0.6449459631277813,5.5
08e3c7ae,428,32,46,1,0,366,85,7,2,0,0,0,0,0,0,0,0,0,0,343,78,39,33,0,4,0,7,1,0,0,0,0,0,0,0,342,78,39,33,0,4,0,7,1,0,0,0,0,0,0,0,79,4.632911392405063,13,2.6680349531323677,4.0,0.8919130110021614,43885,116852.14595660749,116938.70414201183,86.55818540433926,189.71597633136093,35.53846153846154,63626.783202252154,63631.92417701681,86.33615057613744,114.68810687633177,20.825360793367135,111961.0,112032.0,82.0,172.0,33.0,3309,3441,0,0,0,229452,229548,1605,396,72,111961.0,112032.0,82.0,172.0,33.0,4,9,10,6,15.232,0.144,0.34665217391304326,1.0695482832343546,159.4599999999999,31,12,2,3,5,74.625,89.92050060231776,8,38.0,253,253,8,1.7777777777777777,1.3085940167422419,1.0,6.0,2.0,3.0,72,4.416666666666667,1,11,5,6,3.0,4.0,5.25,318,7,54.714285714285715,31,104,104,31,35.0,40.0,69.0,383,10.285714285714286,6,19,19,7,7.0,7.0,13.0,72,1,396.0,396,396,396,396,396.0,396.0,396.0,396,72.0,72,72,72,72,72.0,72.0,72.0,72,2.033248025318358,0.8608695652173913,1.0
08e82426,2974,139,64,0,0,2463,548,45,35,10,2,2,4,0,0,0,0,0,0,2351,533,139,49,0,15,0,43,29,0,0,10,0,2,0,0,2351,533,139,49,0,15,0,43,29,0,0,10,0,2,0,0,524,4.793893129770993,20,3.0277786613566287,4.0,1.4812883457774304,365114,716704.7645577589,716819.6887000315,114.9241422725842,1415.0761724897702,247.02832861189802,391308.6252282459,391309.295012566,78.41427220285335,807.7373109281552,141.23955730376338,689046.0,689173.0,108.0,1420.0,251.0,47276,47432,0,0,0,1749923,1749992,2540,2787,479,689046.0,689173.0,108.0,1420.0,251.0,3,11,11,13,43.579,0.078,0.2320523610664935,1.0784368612831001,722.3789999999942,94,26,22,25,34,61.64705882352941,56.15223006414323,51,45.0,249,117,25,2.43859649122807,2.0179333829055435,2.0,11.0,1.0,2.0,482,4.605809128630705,1,14,11,13,3.0,4.0,6.0,2220,38,70.15789473684211,13,173,46,13,46.25,68.0,91.75,2666,12.736842105263158,1,32,7,1,9.0,12.0,16.0,484,6,461.3333333333333,329,705,389,350,359.75,399.5,541.25,2768,85.66666666666667,54,145,68,63,64.25,71.0,101.0,514,1.8282555634644886,0.8923867651782846,4.5
08eb331a,1457,133,62,0,0,1252,291,33,1,10,2,0,0,0,0,0,0,0,0,1160,259,130,43,1,16,1,27,1,0,0,8,0,2,3,0,1160,259,130,43,1,16,1,27,1,0,0,8,0,2,3,0,266,4.8007518796992485,16,2.678541748945185,4.0,1.433900367129191,235100,1124182.6138014528,1124324.926150121,142.31234866828086,649.5817191283293,113.15799031476998,215829.03594825073,215825.6273796143,68.5139166191435,389.2563224090049,67.58380742725683,1120626.5,1120677.5,143.0,658.5,116.0,1822,1975,0,0,0,1769559,1769662,748,1297,224,1121702.0,1121797.0,143.0,659.0,116.0,3,13,13,8,19.068,0.0835,0.3029471698113208,0.8676335071954183,481.6860000000001,164,53,15,17,12,57.03703703703704,48.05164007565313,27,51.0,167,21,89,2.1451612903225805,1.5454510105525767,2.0,7.0,1.0,2.0,225,4.648888888888889,2,13,2,6,3.0,4.0,6.0,1046,21,59.476190476190474,28,173,71,82,42.0,52.0,66.0,1249,10.666666666666666,5,29,13,14,8.0,9.0,13.0,224,4,322.5,167,465,403,167,233.0,329.0,418.5,1290,56.75,28,83,71,28,40.75,58.0,74.0,227,0.8994026608742873,0.8150943396226416,2.5
08ed1a7f,2434,171,248,15,1,2064,436,31,35,16,1,1,4,6,2,5,0,0,0,1961,405,171,36,17,93,4,28,28,62,27,14,0,1,0,0,1961,405,171,36,17,93,4,28,28,62,27,14,0,1,0,0,418,5.011961722488039,19,3.106152326600676,4.0,1.2336846135602568,273099,443810.2600209132,443905.4496340188,95.18961310561171,985.2575810386894,194.29836179853606,453415.24736024614,453427.2413663895,91.0219003841188,571.177259588958,110.6351237829568,273274.0,273353.0,86.0,971.0,198.0,881,977,0,0,0,1859143,1859268,2174,1992,341,273274.0,273353.0,86.0,971.0,198.0,5,22,22,30,34.882,0.034,0.10706026871401067,0.746640819703419,278.8919999999978,43,10,8,8,4,201.41666666666666,199.77235150100833,12,115.5,593,69,555,2.3424657534246576,1.6932806593037064,2.0,9.0,1.0,4.0,346,4.916184971098266,1,12,4,9,3.0,4.0,6.0,1701,23,88.0,17,211,17,211,52.0,75.0,121.5,2024,15.043478260869565,3,36,3,36,8.5,12.0,20.0,346,6,344.8333333333333,256,442,256,342,291.75,321.0,415.5,2069,58.5,45,75,45,63,47.5,56.0,69.75,351,1.401753240848112,0.7980806142034549,4.0
08f461ac,4005,765,5582,17,1,3742,888,46,57,11,1,0,0,10,2,0,1,0,0,3193,727,764,792,3795,19,922,37,43,20,16,10,0,1,0,0,3193,727,764,792,3795,19,922,37,43,20,16,10,0,1,0,0,887,4.698985343855694,25,3.1225674341549374,4.0,1.8776353852766308,789121,1039557.8460945034,1039633.9426229508,76.09652844744456,1167.470781099325,260.3930568948891,500278.6165872639,500273.1776704725,74.48651390480832,694.7239428019961,127.31640907624258,1067609.5,1067720.0,47.0,1140.0,269.0,17430,17542,0,0,0,1873849,1873984,550,2781,480,1067681.0,1067752.0,47.0,1140.0,269.0,5,21,21,38,12.453,0.045,0.15879999999999883,0.5629532995994253,757.4759999999944,142,53,23,37,30,74.37878787878788,65.89146440613595,66,53.0,259,255,16,4.580838323353293,9.733391378482386,2.0,113.0,1.0,1.0,482,4.6970954356846475,1,18,4,6,3.0,4.0,6.0,2264,31,87.58064516129032,10,259,17,188,50.0,71.0,101.5,2715,15.548387096774194,2,47,3,32,9.0,13.0,18.5,482,5,555.2,1,1125,678,1,262.0,678.0,710.0,2776,97.2,2,201,115,2,43.0,115.0,125.0,486,2.5692761966525075,0.5834381551362684,5.0
08f9b53a,4118,626,1098,15,0,3815,825,43,32,6,9,0,0,1,0,0,1,0,0,3350,706,626,915,46,133,4,36,24,0,0,6,0,9,0,0,3348,706,626,915,46,133,4,36,24,0,0,6,0,9,0,0,800,4.99875,26,3.447643896561824,4.0,1.7982950045908448,442609,629656.7631893461,629732.332422742,75.5692333959365,1648.2228103124467,292.6160150247567,469440.5525803253,469438.3242594145,67.52945898329737,922.1057062188438,164.17860595911185,470825.0,470825.0,76.0,1657.0,300.0,12558,12675,0,0,0,1801594,1801629,1629,3273,561,470825.0,470825.0,76.0,1657.0,300.0,4,13,15,30,19.752,0.046,0.11738785834738531,0.44203269864458916,556.8879999999959,104,26,17,12,17,166.35714285714286,133.45639162516144,28,144.5,414,25,52,3.793939393939394,3.8690406097903574,2.0,22.0,11.0,3.0,542,4.800738007380073,1,14,11,3,3.0,4.0,6.0,2602,29,107.41379310344827,31,178,79,77,77.0,113.0,131.0,3115,18.689655172413794,4,35,13,16,14.0,20.0,23.0,542,4,793.0,469,1112,469,786,706.75,795.5,881.75,3172,136.25,75,196,75,137,121.5,137.0,151.75,545,2.651655524012183,0.6698988195615514,5.0
0916cdad,2322,555,485,5,1,2294,501,21,28,15,3,2,0,9,0,0,2,0,0,1852,412,505,124,101,65,131,19,21,8,7,10,0,3,49,0,1851,412,505,124,101,65,131,19,21,8,7,10,0,3,49,0,558,5.10573476702509,22,3.5115686047480525,4.0,1.516734080994159,316999,763026.6140142517,763120.7348574821,94.1208432304038,768.6834916864608,187.75296912114015,453969.1822756243,453967.89868490474,64.83347295163482,362.0054512279911,73.57446030303537,698812.5,698928.5,92.0,705.0,207.0,2119,2248,0,0,0,1806720,1806831,989,1720,312,698882.0,699018.0,92.0,705.0,207.0,5,23,24,18,9.01,0.097,0.21129822732012496,0.4861547113625734,607.9049999999995,151,44,21,23,17,72.6923076923077,58.73139295316112,39,58.0,299,133,70,3.46875,5.0368726882846095,2.0,44.0,6.0,2.0,316,4.3575949367088604,1,11,5,9,2.0,4.0,6.0,1377,22,75.86363636363636,1,173,39,173,41.25,76.0,96.75,1669,14.272727272727273,1,29,8,25,8.0,13.5,17.75,314,5,342.8,174,753,262,174,201.0,262.0,324.0,1714,64.0,26,149,47,26,39.0,47.0,59.0,320,1.5941601762497284,0.5978449774070212,3.5
09429577,2897,471,100,9,0,2707,579,24,31,6,7,4,2,4,0,2,0,0,0,2336,501,471,53,0,46,0,21,27,0,0,4,0,6,0,0,2336,501,471,53,0,46,0,21,27,0,0,4,0,6,0,0,537,5.048417132216015,46,3.582686786215566,4.0,3.6915361000558065,441443,652400.3198159332,652527.2807017544,126.96088582111015,1102.0713258556227,202.06614897900488,431110.71217937395,431113.9856569191,60.15971904274946,632.8335873999871,120.19302033099638,545477.0,545612.0,134.0,1208.0,213.0,39100,39228,0,0,0,1752705,1752836,1326,2355,404,545477.0,545612.0,134.0,1208.0,213.0,4,14,14,19,46.738,0.061,0.20408551068883438,1.2810549766093609,687.3599999999942,66,18,10,18,37,61.77777777777778,61.744961345621775,54,40.5,269,147,4,7.246153846153846,14.628771702998906,3.0,75.0,5.0,1.0,404,4.7450495049504955,1,13,9,12,3.0,4.0,6.0,1917,21,109.52380952380952,52,231,100,52,78.0,105.0,127.0,2300,19.238095238095237,5,39,18,5,14.0,19.0,21.0,404,3,785.0,627,879,849,627,738.0,849.0,864.0,2355,140.0,111,156,153,111,132.0,153.0,154.5,420,1.9652968718635775,0.6998218527315915,4.0
0949205b,1841,423,54,0,0,1783,443,20,14,2,1,0,0,0,0,0,0,0,0,1468,343,423,21,2,21,0,17,10,0,0,2,0,1,0,0,1468,343,423,21,2,21,0,17,10,0,0,2,0,1,0,0,363,4.920110192837465,21,3.528195441476703,4.0,1.6719885801979537,378681,429336.3041415013,429499.66954270925,163.36540120793788,639.4072476272648,113.83218291630716,289804.883383899,289801.93260214507,79.26681042987597,426.19002630656826,73.76140459329899,397858.0,398026.5,162.0,630.5,112.0,1259,1352,0,0,0,1765661,1765750,1764,1422,243,398283.0,398493.0,162.0,631.0,112.0,3,13,13,8,410.708,0.066,0.4691400176678445,8.85536350837698,1062.133,61,27,10,17,30,49.08695652173913,57.42466604632022,46,23.5,197,117,1,3.990566037735849,5.911240757708781,2.0,37.0,4.0,1.0,244,4.741803278688525,1,17,11,5,2.0,4.0,6.0,1157,14,99.14285714285714,37,179,37,46,73.5,101.0,112.5,1388,17.5,6,30,6,8,15.0,16.0,21.25,245,3,471.0,409,543,543,461,435.0,461.0,502.0,1413,81.66666666666667,66,100,100,79,72.5,79.0,89.5,245,1.2830895708734134,0.625,3.0
098c4b58,3054,392,331,3,0,2817,556,27,23,11,6,2,0,0,0,0,0,0,1,2499,497,392,296,0,33,1,25,20,1,0,8,0,5,0,0,2499,497,392,296,0,33,1,25,20,1,0,8,0,5,0,0,603,5.107794361525705,29,3.3108679192834036,4.0,1.8329003334125398,251613,755339.5037037038,755406.0679894179,66.56428571428572,1171.303439153439,206.61455026455027,501306.1272120153,501308.81867799116,53.625798065840584,667.4123488809731,117.04609862538345,648843.0,648843.0,67.0,1335.5,222.0,43000,43138,0,0,0,1802157,1802209,1591,2209,378,648860.0,648860.0,67.0,1336.0,222.0,4,13,13,14,37.23,0.079,0.2779451538015085,1.3008666577101455,957.7989999999984,194,44,25,25,42,50.87692307692308,47.69221231380041,65,34.0,205,50,17,4.780487804878049,8.368111709714995,2.0,45.0,3.0,1.0,379,5.052770448548813,1,14,3,8,3.0,4.0,7.0,1915,18,126.44444444444444,60,197,84,133,104.0,121.5,151.25,2276,21.055555555555557,11,31,14,23,16.25,20.5,27.0,379,3,770.0,528,1110,528,672,600.0,672.0,891.0,2310,126.66666666666667,88,180,88,112,100.0,112.0,146.0,380,1.9588349081888508,0.671793383633198,4.0
098f7878,3991,637,318,8,0,3758,772,21,48,10,3,6,1,0,0,0,0,0,2,3255,662,637,243,2,64,0,19,42,0,0,9,0,3,0,0,3255,662,637,243,2,64,0,19,42,0,0,9,0,3,0,0,730,5.176712328767123,28,3.140588050159859,4.0,1.7139738844761738,587207,1004523.014331853,1004641.5462252725,118.53189341945902,1689.1021396851029,276.9430763019782,502170.00529290456,502169.59318209696,91.03737721529663,967.1420216023008,156.68304570543637,1036756.0,1036886.5,122.0,1779.5,291.0,168539,168665,0,0,0,1883284,1883353,4989,3299,541,1036841.0,1036968.0,122.0,1780.0,291.0,4,16,16,23,14.633,0.0455,0.2073837510803787,0.720089904224466,959.7719999999927,148,67,36,40,62,46.92857142857143,49.8079300604554,98,25.0,204,146,2,5.539130434782609,8.476269202196253,2.0,43.0,1.0,1.0,544,5.023897058823529,1,20,5,6,3.0,4.0,6.0,2733,19,171.52631578947367,14,367,94,48,98.0,137.0,252.0,3259,28.68421052631579,2,63,17,9,17.0,24.0,40.0,545,5,658.2,431,807,431,772,619.0,662.0,772.0,3291,109.0,75,129,75,129,104.0,108.0,129.0,545,2.6988349756883254,0.7128349178910977,5.0
09a67581,5844,468,94,0,0,5029,1151,63,40,6,18,0,0,3,2,0,0,0,0,4649,1070,468,82,0,11,0,59,40,0,0,6,0,16,0,0,4649,1070,468,82,0,11,0,59,40,0,0,6,0,16,0,0,1103,4.559383499546691,36,2.8596451892046244,4.0,2.286119448512199,579877,925322.3178270372,925412.8387449266,90.52091788947861,2596.4458320324698,472.536684358414,558932.4231431192,558926.120867275,64.54015167551627,1560.233877197282,285.9276497687683,828625.0,828692.5,89.0,2563.5,464.0,43384,43505,0,0,0,1872603,1872650,4258,5376,974,828704.0,828787.0,89.0,2564.0,464.0,3,12,12,9,10.894,0.05,0.12774160329530937,0.36630344589631597,806.3049999999928,142,34,23,16,18,184.38235294117646,221.76277452267064,34,109.5,1004,12,122,3.3191489361702127,6.401248928290894,1.0,64.0,12.0,2.0,974,4.438398357289528,1,13,11,2,3.0,4.0,6.0,4323,58,90.34482758620689,15,205,128,122,57.25,83.0,118.25,5240,16.810344827586206,4,37,22,21,10.0,15.5,21.75,975,7,767.1428571428571,126,1259,833,126,669.5,833.0,906.5,5370,142.28571428571428,24,222,157,24,127.5,157.0,169.0,996,3.450564324707287,0.8517110266159695,4.5
09bf7971,3668,331,240,0,0,3164,741,41,22,6,9,8,3,1,2,0,0,0,0,2896,687,331,195,10,32,2,39,18,0,0,6,0,9,0,0,2896,687,331,195,10,32,2,39,18,0,0,6,0,9,0,0,718,4.406685236768802,30,2.9312569463159015,4.0,2.0697634325354537,363234,797358.3670677047,797444.0556735079,85.68860580325548,1164.3010143901863,320.4189667374381,430959.13662131847,430958.45788558095,36.29337800921216,636.7475772153197,187.33828950144067,769622.0,769693.0,86.0,1110.0,324.0,29242,29350,0,0,0,1794668,1794771,509,3337,634,769622.0,769693.0,86.0,1110.0,324.0,3,17,17,12,19.043,0.105,0.23590422605651362,0.6245039841287972,943.3809999999979,289,63,20,18,26,88.79545454545455,86.18087510969185,44,57.0,340,27,46,2.626984126984127,3.362699218149912,2.0,27.0,1.0,2.0,639,4.15962441314554,1,12,4,6,2.0,4.0,5.0,2658,40,81.425,17,176,48,82,57.0,76.0,99.0,3257,15.975,4,32,11,17,11.75,14.5,20.25,639,4,832.75,685,976,976,703,698.5,835.0,969.25,3331,159.25,132,188,177,140,138.0,158.5,179.75,637,2.2650435082063223,0.8344586146536634,5.0
09ea6d33,1537,184,84,0,0,1430,262,22,5,0,2,0,0,0,0,0,0,0,0,1278,234,184,2,0,34,0,20,4,0,0,0,48,1,0,0,1278,234,184,2,0,34,0,20,4,0,0,0,48,1,0,0,255,5.607843137254902,24,3.595631507284693,4.0,1.4806745884181087,152997,1592905.7368421052,1592990.4997229916,84.76288088642659,707.4365650969529,107.92908587257618,763243.4059618848,763239.2407268499,51.53428945351432,399.14807697651304,60.047343308971335,1746383.0,1746489.0,76.0,724.0,110.0,2616,2829,0,0,0,2652412,2652454,799,1351,205,1746383.0,1746489.0,76.0,724.0,110.0,3,9,9,6,126.364,0.362,0.9947257408483425,5.318583703904249,1711.9229999999975,276,113,41,34,55,20.7375,20.56034264970838,80,16.0,114,91,12,2.4864864864864864,3.7862159634300703,1.0,29.0,2.0,1.0,220,5.131818181818182,1,17,7,5,3.0,4.0,7.0,1129,18,73.94444444444444,17,154,17,94,59.75,67.5,91.5,1331,12.222222222222221,3,26,3,18,9.0,11.0,15.5,220,1,1353.0,1353,1353,1353,1353,1353.0,1353.0,1353.0,1353,207.0,207,207,207,207,207.0,207.0,207.0,207,0.6494736659373138,0.7861708309122604,2.0
09eb3ce5,1374,233,115,0,0,1202,311,45,21,12,4,8,0,2,0,0,0,0,0,1045,259,233,48,32,25,8,31,17,1,0,9,0,4,0,0,1045,259,233,48,32,25,8,31,17,1,0,9,0,4,0,0,265,4.592452830188679,19,3.0031335242969366,4.0,1.3433797962227794,141825,610795.7979094076,610878.1585365854,82.36062717770035,583.4274099883856,108.29500580720092,378319.68825581105,378322.23422093154,64.95973387637267,325.0563115978763,59.15846090165081,586298.5,586365.5,77.0,546.0,103.0,6597,6688,0,0,0,1845498,1845555,1395,1128,204,586398.0,586461.0,77.0,546.0,103.0,3,15,15,11,108.998,0.087,0.6297380211574366,4.524152296473396,1011.9890000000006,81,30,21,10,33,38.65853658536585,38.08386125125548,41,31.0,159,107,3,2.7738095238095237,3.7780315856378004,2.0,26.0,2.0,3.0,207,4.328502415458937,1,11,9,4,3.0,4.0,6.0,896,19,57.10526315789474,1,112,27,38,40.0,57.0,73.0,1085,10.947368421052632,1,24,4,8,8.0,11.0,13.5,208,4,280.0,76,445,445,76,243.25,299.5,336.25,1120,52.25,14,85,85,14,44.75,55.0,62.5,209,0.8738644384482951,0.7006845052893591,3.0
0a1be27b,1676,425,192,0,0,1670,407,11,4,5,0,0,2,0,0,0,0,2,0,1325,331,425,115,0,77,0,10,3,0,0,5,0,0,0,0,1325,331,425,115,0,77,0,10,3,0,0,5,0,0,0,0,372,4.489247311827957,25,3.23827786322947,3.0,2.4726006657869455,269532,876691.5198430005,876809.065416485,117.5455734845181,620.9502834714348,128.44483209768862,447774.5233763412,447770.8308437904,46.04218078762268,360.12934602618503,70.87782999653433,876590.0,876701.0,111.0,640.0,137.0,1643,1778,0,0,0,1830559,1830701,509,1252,245,876590.0,876701.0,111.0,640.0,137.0,3,10,10,8,41.128,0.144,0.43263112803427023,1.606179065081716,908.9580000000018,223,78,25,21,31,41.14,44.58013193413975,50,23.5,185,19,9,3.97196261682243,5.2565465812502286,1.0,25.0,13.0,1.0,244,4.024590163934426,1,13,2,2,3.0,4.0,5.0,982,9,135.44444444444446,57,295,118,96,104.0,118.0,132.0,1219,27.333333333333332,11,59,24,23,23.0,24.0,28.0,246,3,415.3333333333333,239,732,239,275,257.0,275.0,503.5,1246,86.0,49,150,49,59,54.0,59.0,104.5,258,1.1486787187721768,0.595430747263208,2.5
0a21bbd6,3034,461,999,1,0,2862,544,27,44,9,1,0,3,0,4,0,0,0,0,2477,480,461,820,65,33,79,23,40,1,0,8,0,1,0,0,2477,480,461,820,65,33,79,23,40,1,0,8,0,1,0,0,516,5.554263565891473,106,5.711996185805542,5.0,10.95678273193579,354685,499949.3466073415,500028.2531701891,78.90656284760846,1181.6173526140155,222.46451612903226,409854.62885037245,409861.87136490585,52.74798965916356,689.0474239381508,128.66821341486772,389309.0,389393.0,88.0,1165.0,231.0,23773,24002,0,0,0,1749127,1749227,495,2537,420,389309.0,389393.0,88.0,1165.0,231.0,4,15,15,11,67.269,0.056,0.14355879828326149,1.2240000462589156,501.7379999999989,73,24,12,17,13,109.82758620689656,87.97242626670719,29,99.0,316,60,172,4.116071428571429,4.938806683229406,2.0,23.0,1.0,10.0,420,5.05,1,16,2,4,3.0,4.0,7.0,2121,19,132.73684210526315,70,220,82,159,90.5,126.0,150.0,2522,22.105263157894736,11,40,13,27,16.0,20.0,26.0,420,4,639.0,451,856,733,516,499.75,624.5,763.75,2556,105.0,81,136,117,86,84.75,101.5,121.75,420,2.0255538542319877,0.7333333333333333,4.5
0a248634,4134,692,290,0,0,3809,941,42,13,16,1,0,0,1,2,0,0,0,0,3283,785,694,184,35,32,37,36,12,0,0,14,0,1,0,0,3283,785,694,184,35,32,37,36,12,0,0,14,0,1,0,0,819,4.650793650793651,23,2.71704406109792,4.0,1.9521370704933259,523191,913855.6522673965,913957.917904613,102.26563721657546,1701.2171618451916,307.8096168881939,489148.5185568581,489141.29342205473,46.9594904540014,1001.4488432646399,183.69549613813817,930952.0,931047.5,104.0,1776.5,321.0,43746,43751,0,0,0,1803348,1803405,509,3449,627,932742.0,932809.0,104.0,1777.0,321.0,3,14,14,10,38.14,0.062,0.19717136344799113,0.8595980893950926,951.5490000000052,163,48,24,42,40,61.82716049382716,66.50315596335575,81,41.0,316,304,1,4.1437125748503,9.271198730088399,1.0,66.0,2.0,7.0,628,4.409235668789809,1,14,2,3,3.0,4.0,6.0,2769,32,105.15625,24,217,151,112,57.75,107.5,153.75,3365,19.625,4,36,26,22,11.75,21.0,28.0,628,7,490.0,251,797,251,797,342.5,411.0,643.0,3430,90.85714285714286,44,148,44,148,63.0,79.0,119.5,636,2.7425768288060355,0.7132200580190634,4.5
